kural_number,couplet,care.virtue,care.vice,fairness.virtue,fairness.vice,loyalty.virtue,loyalty.vice,authority.virtue,authority.vice,sanctity.virtue,sanctity.vice,dominant_moral,dominant_score
108,நன்றி மறப்பது நன்றன்று நன்றல்லது அன்றே மறப்பது நன்று.,0.5517045,0.47258756,0.48044974,0.42985278,0.4373376,0.42920905,0.4568012,0.47263187,0.5426343,0.48222473,care.virtue,0.5517045
109,கொன்றன்ன இன்னா செயினும் அவர்செய்த ஒன்றுநன்று உள்ளக் கெடும்.,0.55028003,0.7201121,0.6108109,0.5977567,0.64978486,0.5935087,0.62080187,0.606164,0.6315524,0.71218175,care.vice,0.7201121
110,எந்நன்றி கொன்றார்க்கும் உய்வுண்டாம் உய்வில்லை செய்ந்நன்றி கொன்ற மகற்கு.,0.5357827,0.6303322,0.5515163,0.5114028,0.5626269,0.52160615,0.5388871,0.5385773,0.58006704,0.62393624,care.vice,0.6303322
111,தகுதி எனவொன்று நன்றே பகுதியால் பாற்பட்டு ஒழுகப் பெறின்.,0.540573,0.50284326,0.4750937,0.48736066,0.52426517,0.43618372,0.5373157,0.44814968,0.586938,0.62133753,sanctity.vice,0.62133753
112,செப்பம் உடையவன் ஆக்கஞ் சிதைவின்றி எச்சத்திற் கேமாப்பு உடைத்து.,0.3563603,0.3645582,0.30230916,0.3560505,0.31963983,0.3274891,0.32116425,0.3189272,0.4135735,0.4701099,sanctity.vice,0.4701099
113,நன்றே தரினும் நடுவிகந்தாம் ஆக்கத்தை அன்றே யொழிய விடல்.,0.56832683,0.57458884,0.55892926,0.58255947,0.63047844,0.5492668,0.62103015,0.5610223,0.6607944,0.66958195,sanctity.vice,0.66958195
114,தக்கார் தகவிலர் என்பது அவரவர் எச்சத்தாற் காணப்ப படும்.,0.36202645,0.41674486,0.39913604,0.39062065,0.39823934,0.35227057,0.40178016,0.33941063,0.40480736,0.42508954,sanctity.vice,0.42508954
115,கேடும் பெருக்கமும் இல்லல்ல நெஞ்சத்துக் கோடாமை சான்றோர்க் கணி.,0.6327209,0.6163948,0.61642665,0.54686594,0.6101902,0.5443569,0.57133996,0.5583324,0.62970334,0.6301709,care.virtue,0.6327209
116,கெடுவல்யான் என்பது அறிகதன் நெஞ்சம் நடுவொரீஇ அல்ல செயின்.,0.51083434,0.5422148,0.50461036,0.5597042,0.521428,0.55760217,0.53966206,0.58369553,0.56149715,0.55449605,authority.vice,0.58369553
117,கெடுவாக வையாது உலகம் நடுவாக நன்றிக்கண் தங்கியான் தாழ்வு.,0.6771921,0.5273391,0.56411934,0.4513542,0.547492,0.47391108,0.5870783,0.50921714,0.61346275,0.5400496,care.virtue,0.6771921
118,சமன்செய்து சீர்தூக்குங் கோல்போல் அமைந்தொருபால் கோடாமை சான்றோர்க் கணி.,0.5879019,0.5847729,0.64538634,0.58773106,0.6579664,0.5386854,0.6515835,0.5326312,0.61126786,0.62947595,loyalty.virtue,0.6579664
119,சொற்கோட்டம் இல்லது செப்பம் ஒருதலையா உட்கோட்டம் இன்மை பெறின்.,0.602004,0.5926297,0.62852675,0.6339911,0.6175003,0.596448,0.60237175,0.67217875,0.65049875,0.69169486,sanctity.vice,0.69169486
120,வாணிகம் செய்வார்க்கு வாணிகம் பேணிப் பிறவும் தமபோல் செயின்.,0.5940887,0.6005405,0.58373576,0.6413978,0.6505717,0.57621527,0.65477866,0.54333705,0.62529486,0.67830384,sanctity.vice,0.67830384
121,அடக்கம் அமரருள் உய்க்கும் அடங்காமை ஆரிருள் உய்த்து விடும்.,0.42763534,0.4780189,0.3925397,0.42769077,0.442762,0.38877043,0.45366806,0.42356095,0.51189005,0.58859354,sanctity.vice,0.58859354
122,காக்க பொருளா அடக்கத்தை ஆக்கம் அதனினூஉங் கில்லை உயிர்க்கு.,0.6936969,0.6151377,0.6029737,0.5242441,0.6023913,0.54539835,0.64017195,0.52928716,0.664026,0.61727273,care.virtue,0.6936969
123,செறிவறிந்து சீர்மை பயக்கும் அறிவறிந்து ஆற்றின் அடங்கப் பெறின்.,0.5421676,0.44702476,0.4708255,0.43574902,0.4891108,0.39325282,0.53139263,0.42101547,0.5550718,0.5120632,sanctity.virtue,0.5550718
124,நிலையின் திரியாது அடங்கியான் தோற்றம் மலையினும் மாணப் பெரிது.,0.3297151,0.32519948,0.29523733,0.3449837,0.28837553,0.30027458,0.34398848,0.33942875,0.38496417,0.38223848,sanctity.virtue,0.38496417
125,எல்லார்க்கும் நன்றாம் பணிதல் அவருள்ளும் செல்வர்க்கே செல்வம் தகைத்து.,0.43592072,0.32074824,0.35069734,0.3528889,0.3656575,0.32965168,0.42289463,0.3015414,0.4434521,0.33883676,sanctity.virtue,0.4434521
126,ஒருமையுள் ஆமைபோல் ஐந்தடக்கல் ஆற்றின் எழுமையும் ஏமாப் புடைத்து.,0.3379657,0.2968045,0.29086336,0.33746383,0.3250551,0.3078927,0.34109053,0.29447806,0.38820377,0.39465705,sanctity.vice,0.39465705
127,யாகாவா ராயினும் நாகாக்க காவாக்கால் சோகாப்பர் சொல்லிழுக்குப் பட்டு.,0.36621857,0.4230744,0.39790854,0.4508501,0.44904575,0.44103196,0.4405482,0.42955726,0.4160664,0.50249916,sanctity.vice,0.50249916
128,ஒன்றானுந் தீச்சொல் பொருட்பயன் உண்டாயின் நன்றாகா தாகி விடும்.,0.6109931,0.57397175,0.5773874,0.5536447,0.53276646,0.5032489,0.5470609,0.5200522,0.62297976,0.6186118,sanctity.virtue,0.62297976
129,தீயினாற் சுட்டபுண் உள்ளாறும் ஆறாதே நாவினாற் சுட்ட வடு.,0.42053163,0.45622116,0.3688873,0.35169533,0.39604586,0.36926487,0.40172976,0.40503448,0.48387995,0.4886537,sanctity.vice,0.4886537
130,கதங்காத்துக் கற்றடங்கல் ஆற்றுவான் செவ்வி அறம்பார்க்கும் ஆற்றின் நுழைந்து.,0.4531475,0.44928184,0.41954547,0.42984018,0.46375462,0.41294026,0.48792636,0.43142647,0.5138484,0.53450054,sanctity.vice,0.53450054
131,ஒழுக்கம் விழுப்பந் தரலான் ஒழுக்கம் உயிரினும் ஓம்பப் படும்.,0.5470406,0.5469061,0.54557586,0.44413978,0.5309174,0.50276726,0.5939148,0.50699496,0.58809185,0.53642225,authority.virtue,0.5939148
132,பரிந்தோம்பிக் காக்க ஒழுக்கம் தெரிந்தோம்பித் தேரினும் அஃதே துணை.,0.61483127,0.46146435,0.51134694,0.44083259,0.5146625,0.47349837,0.58311176,0.46486086,0.61464703,0.5085339,care.virtue,0.61483127
133,ஒழுக்கம் உடைமை குடிமை இழுக்கம் இழிந்த பிறப்பாய் விடும்.,0.56415343,0.560817,0.6034803,0.5466663,0.65101075,0.5719269,0.64032364,0.57786644,0.5985654,0.60436773,loyalty.virtue,0.65101075
134,மறப்பினும் ஓத்துக் கொளலாகும் பார் ப்பான் பிறப்பொழுக்கங் குன்றக் கெடும்.,0.49436694,0.4939099,0.49267718,0.4595328,0.4965781,0.42082608,0.48484558,0.45252877,0.51658523,0.5600413,sanctity.vice,0.5600413
135,அழுக்கா றுடையான்கண் ஆக்கம்போன்று இல்லை ஒழுக்க மிலான்கண் உயர்வு.,0.37259594,0.4079682,0.36037257,0.39769962,0.3763219,0.38708287,0.3711607,0.44900805,0.46045852,0.51828814,sanctity.vice,0.51828814
136,ஒழுக்கத்தின் ஒல்கார் உரவோர் இழுக்கத்தின் ஏதம் படுபாக் கறிந்து.,0.42693025,0.47214216,0.46253908,0.4574596,0.48221067,0.48951414,0.53489673,0.49281627,0.5360401,0.54967344,sanctity.vice,0.54967344
137,ஒழுக்கத்தின் எய்துவர் மேன்மை இழுக்கத்தின் எய்துவர் எய்தாப் பழி.,0.53065383,0.5339045,0.58889323,0.5137453,0.5650546,0.5423225,0.62882996,0.53252876,0.5809323,0.54458225,authority.virtue,0.62882996
138,நன்றிக்கு வித்தாகும் நல்லொழுக்கம் தீயொழுக்கம் என்றும் இடும்பை தரும்.,0.6421284,0.40513405,0.45614892,0.31781596,0.42127442,0.3443631,0.50501984,0.32207924,0.5971157,0.40194765,care.virtue,0.6421284
139,ஒழுக்க முடையவர்க்கு ஒல்லாவே தீய வழுக்கியும் வாயாற் சொலல்.,0.40285736,0.5221306,0.45627937,0.50952667,0.47474003,0.5407941,0.48137835,0.5512104,0.49614018,0.6023106,sanctity.vice,0.6023106
140,உலகத்தோடு ஒட்ட ஒழுகல் பலகற்றும் கல்லார் அறிவிலா தார்.,0.50826204,0.5471235,0.5001899,0.5301465,0.57115686,0.53240585,0.54617953,0.58126837,0.59903514,0.65034115,sanctity.vice,0.65034115
141,பிறன்பொருளாள் பெட்டொழுகும் பேதைமை ஞாலத்து அறம்பொருள் கண்டார்கண் இல்.,0.5407536,0.55819094,0.5106324,0.51650673,0.5162778,0.47800958,0.5671994,0.4827271,0.61172986,0.64928913,sanctity.vice,0.64928913
142,அறன்கடை நின்றாருள் எல்லாம் பிறன்கடை நின்றாரின் பேதையார் இல்.,0.47102782,0.47843957,0.48015243,0.4722628,0.5527185,0.42030647,0.53877294,0.42874655,0.49679598,0.5244081,loyalty.virtue,0.5527185
143,விளிந்தா஡஢ன் வேறல்லர் மன்ற தெளிந்தாரில் தீமை புரிந்து ஒழுகு வார்.,0.5666097,0.6277331,0.5828292,0.5741715,0.5989447,0.621534,0.589935,0.6284086,0.5882782,0.6541923,sanctity.vice,0.6541923
144,எனைத்துணையர் ஆயினும் என்னாம் தினைத்துணையும் தேரான் பிறனில் புகல்.,0.46640095,0.42758104,0.41260713,0.38673973,0.47891754,0.39308232,0.4768075,0.39020777,0.54242593,0.44470403,sanctity.virtue,0.54242593
145,எளிதென இல்லிறப்பான் எய்துமெஞ் ஞான்றும் விளியாது நிற்கும் பழி.,0.56782454,0.5286053,0.55586374,0.49367377,0.5018292,0.4933682,0.5214932,0.5158956,0.60683316,0.60421103,sanctity.virtue,0.60683316
146,பகைபாவம் அச்சம் பழியென நான்கும் இகவாவாம் இல்லிறப்பான் கண்.,0.4263733,0.4370115,0.45021558,0.41590798,0.4676853,0.479037,0.42237338,0.4441276,0.43327045,0.43616533,loyalty.vice,0.479037
147,அறனியலான் இல்வாழ்வான் என்பான் பிறனியலாள் பெண்மை நயவா தவன்.,0.4691917,0.39296976,0.439479,0.41018778,0.4907647,0.4018894,0.4781102,0.41194153,0.49945292,0.4360702,sanctity.virtue,0.49945292
