fable_number,title,text,moral,care.virtue,care.vice,fairness.virtue,fairness.vice,loyalty.virtue,loyalty.vice,authority.virtue,authority.vice,sanctity.virtue,sanctity.vice,dominant_moral,dominant_score
42,THE BLIND MAN AND THE CUB,"There was once a Blind Man who had so fine a sense of touch that, when any animal was put into his hands, he could tell what it was merely by the feel of it. One day the Cub of a Wolf was put into his hands, and he was asked what it was. He felt it for some time, and then said, ""Indeed, I am not sure whether it is a Wolf's Cub or a Fox's: but this I know—it would never do to trust it in a sheepfold."" Evil tendencies are early shown.",,0.27228656,0.26717946,0.25581276,0.26043943,0.23884921,0.2414251,0.25715393,0.23065346,0.2778377,0.2780062,sanctity.vice,0.2780062
43,THE BOY AND THE SNAILS,"A Farmer's Boy went looking for Snails, and, when he had picked up both his hands full, he set about making a fire at which to roast them; for he meant to eat them. When it got well alight and the Snails began to feel the heat, they gradually withdrew more and more into their shells with the hissing noise they always make when they do so. When the Boy heard it, he said, ""You abandoned creatures, how can you find heart to whistle when your houses are burning?""",,0.31117246,0.3501482,0.28103033,0.2847916,0.34270707,0.2824486,0.29780516,0.28211638,0.33306083,0.3309214,care.vice,0.3501482
44,THE APES AND THE TWO TRAVELLERS,"Two men were travelling together, one of whom never spoke the truth, whereas the other never told a lie: and they came in the course of their travels to the land of Apes. The King of the Apes, hearing of their arrival, ordered them to be brought before him; and by way of impressing them with his magnificence, he received them sitting on a throne, while the Apes, his subjects, were ranged in long rows on either side of him. When the Travellers came into his presence he asked them what they thought of him as a King. The lying Traveller said, ""Sire, every one must see that you are a most noble and mighty monarch."" ""And what do you think of my subjects?"" continued the King. ""They,"" said the Traveller, ""are in every way worthy of their royal master."" The Ape was so delighted with his answer that he gave him a very handsome present. The other Traveller thought that if his companion was rewarded so splendidly for telling a lie, he himself would certainly receive a still greater reward for telling the truth; so, when the Ape turned to him and said, ""And what, sir, is your opinion?"" he replied, ""I think you are a very fine Ape, and all your subjects are fine Apes too."" The King of the Apes was so enraged at his reply that he ordered him to be taken away and clawed to death.",,0.2855669,0.19510335,0.26088354,0.17656495,0.22992413,0.2372694,0.32045373,0.22917797,0.2958204,0.16161217,authority.virtue,0.32045373
45,THE ASS AND HIS BURDENS,"A Pedlar who owned an Ass one day bought a quantity of salt, and loaded up his beast with as much as he could bear. On the way home the Ass stumbled as he was crossing a stream and fell into the water. The salt got thoroughly wetted and much of it melted and drained away, so that, when he got on his legs again, the Ass found his load had become much less heavy. His master, however, drove him back to town and bought more salt, which he added to what remained in the panniers, and started out again. No sooner had they reached a stream than the Ass lay down in it, and rose, as before, with a much lighter load. But his master detected the trick, and turning back once more, bought a large number of sponges, and piled them on the back of the Ass. When they came to the stream the Ass again lay down: but this time, as the sponges soaked up large quantities of water, he found, when he got up on his legs, that he had a bigger burden to carry than ever",You may play a good card once too often.,0.20974095,0.15272138,0.15909868,0.19673023,0.18908396,0.18210463,0.21319944,0.19404571,0.19599979,0.249699,sanctity.vice,0.249699
46,THE SHEPHERD'S BOY AND THE WOLF,"A Shepherd's Boy was tending his flock near a village, and thought it would be great fun to hoax the villagers by pretending that a Wolf was attacking the sheep: so he shouted out, ""Wolf! wolf!"" and when the people came running up he laughed at them for their pains. He did this more than once, and every time the villagers found they had been hoaxed, for there was no Wolf at all. At last a Wolf really did come, and the Boy cried, ""Wolf! wolf!"" as loud as he could: but the people were so used to hearing him call that they took no notice of his cries for help. And so the Wolf had it all his own way, and killed off sheep after sheep at his leisure. You cannot believe a liar even when he tells the truth.",,0.23172858,0.26672614,0.18019125,0.24134499,0.25486898,0.25356036,0.22037601,0.24205191,0.22647095,0.25705102,care.vice,0.26672614
47,THE FOX AND THE GOAT,"A Fox fell into a well and was unable to get out again. By and by a thirsty Goat came by, and seeing the Fox in the well asked him if the water was good. ""Good?"" said the Fox, ""it's the best water I ever tasted in all my life. Come down and try it yourself."" The Goat thought of nothing but the prospect of quenching his thirst, and jumped in at once. When he had had enough to drink, he looked about, like the Fox, for some way of getting out, but could find none. Presently the Fox said, ""I have an idea. You stand on your hind legs, and plant your forelegs firmly against the side of the well, and then I'll climb on to your back, and, from there, by stepping on your horns, I can get out. And when I'm out, I'll help you out too."" The Goat did as he was requested, and the Fox climbed on to his back and so out of the well; and then he coolly walked away. The Goat called loudly after him and reminded him of his promise to help him out: but the Fox merely turned and said, ""If you had as much sense in your head as you have hair in your beard you wouldn't have got into the well without making certain that you could get out again."" Look before your leap.",,0.26573828,0.15356487,0.20994452,0.18205145,0.18956654,0.1855616,0.21829478,0.16746175,0.23064737,0.21161969,care.virtue,0.26573828
48,THE FISHERMAN AND THE SPRAT,"A Fisherman cast his net into the sea, and when he drew it up again it contained nothing but a single Sprat that begged to be put back into the water. ""I'm only a little fish now,"" it said, ""but I shall grow big one day, and then if you come and catch me again I shall be of some use to you."" But the Fisherman replied, ""Oh, no, I shall keep you now I've got you: if I put you back, should I ever see you again? Not likely!""",,0.3098572,0.19169898,0.26155418,0.22165146,0.21045992,0.22936068,0.24161799,0.22470143,0.3026163,0.24836229,care.virtue,0.3098572
49,THE BOASTING TRAVELLER,"A Man once went abroad on his travels, and when he came home he had wonderful tales to tell of the things he had done in foreign countries. Among other things, he said he had taken part in a jumping-match at Rhodes, and had done a wonderful jump which no one could beat. ""Just go to Rhodes and ask them,"" he said; ""every one will tell you it's true."" But one of those who were listening said, ""If you can jump as well as all that, we needn't go to Rhodes to prove it. Let's just imagine this is Rhodes for a minute: and now—jump!"" Deeds, not words.",,0.3179582,0.34400463,0.35944226,0.313047,0.38074946,0.35406816,0.37924713,0.3350598,0.37076274,0.3025921,loyalty.virtue,0.38074946
50,THE CRAB AND HIS MOTHER,"An Old Crab said to her son, ""Why do you walk sideways like that, my son? You ought to walk straight."" The Young Crab replied, ""Show me how, dear mother, and I'll follow your example."" The Old Crab tried, but tried in vain, and then saw how foolish she had been to find fault with her child",Example is better than precept.,0.29403925,0.27060208,0.30910942,0.2628874,0.27293757,0.21704893,0.3404681,0.24031642,0.31381613,0.2793576,authority.virtue,0.3404681
51,THE ASS AND HIS SHADOW,"A certain man hired an Ass for a journey in summertime, and started out with the owner following behind to drive the beast. By and by, in the heat of the day, they stopped to rest, and the traveller wanted to lie down in the Ass's Shadow; but the owner, who himself wished to be out of the sun, wouldn't let him do that; for he said he had hired the Ass only, and not his Shadow: the other maintained that his bargain secured him complete control of the Ass for the time being. From words they came to blows; and while they were belabouring each other the Ass took to his heels and was soon out of sight.",,0.39534494,0.38178575,0.38807872,0.42801672,0.45244202,0.45024824,0.47163662,0.39634866,0.38568085,0.40363654,authority.virtue,0.47163662
